SiteRep,Method,FunctionalGroup,taxon_order_name,FnGroupCount_Order,FnRichness,FnOrderRichness,FnShannon,FnSimpson,FnInvSimp,FnEvenness,AVG_PM2.5,AVG_PM10,AVG_CO2,AVG_TEMP,AVG_HUMID
R1A,Beating Sheet,Fungivore,Coleoptera,2,4,1,1.0908672785734947,0.592797783933518,2.45578231292517,0.2727168196433737,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Beating Sheet,Herbivore,Hemiptera,3,4,3,1.0908672785734947,0.592797783933518,2.45578231292517,0.2727168196433737,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Beating Sheet,Herbivore,Hymenoptera,1,4,3,1.0908672785734947,0.592797783933518,2.45578231292517,0.2727168196433737,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Beating Sheet,Herbivore,Lepidoptera,4,4,3,1.0908672785734947,0.592797783933518,2.45578231292517,0.2727168196433737,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Beating Sheet,Omnivore,Coleoptera,15,4,2,1.0908672785734947,0.592797783933518,2.45578231292517,0.2727168196433737,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Beating Sheet,Omnivore,Hymenoptera,7,4,2,1.0908672785734947,0.592797783933518,2.45578231292517,0.2727168196433737,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Beating Sheet,Predator,Araneae,5,4,2,1.0908672785734947,0.592797783933518,2.45578231292517,0.2727168196433737,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Beating Sheet,Predator,Coleoptera,1,4,2,1.0908672785734947,0.592797783933518,2.45578231292517,0.2727168196433737,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Netting,Herbivore,Diptera,1,4,4,1.144318776106479,0.625,2.6666666666666665,0.28607969402661976,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Netting,Herbivore,Hemiptera,7,4,4,1.144318776106479,0.625,2.6666666666666665,0.28607969402661976,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Netting,Herbivore,Lepidoptera,1,4,4,1.144318776106479,0.625,2.6666666666666665,0.28607969402661976,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Netting,Herbivore,Orthoptera,1,4,4,1.144318776106479,0.625,2.6666666666666665,0.28607969402661976,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Netting,Omnivore,Coleoptera,2,4,2,1.144318776106479,0.625,2.6666666666666665,0.28607969402661976,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Netting,Omnivore,Hymenoptera,2,4,2,1.144318776106479,0.625,2.6666666666666665,0.28607969402661976,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Netting,Parasitoid,Hymenoptera,3,4,1,1.144318776106479,0.625,2.6666666666666665,0.28607969402661976,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1A,Netting,Predator,Araneae,19,4,1,1.144318776106479,0.625,2.6666666666666665,0.28607969402661976,3.365217391304346,5.0804347826086955,394.0652173913044,29.235507246376816,38.94782608695652
R1B,Beating Sheet,Detritivore,Coleoptera,1,4,1,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Beating Sheet,Herbivore,Coleoptera,2,4,3,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Beating Sheet,Herbivore,Hemiptera,11,4,3,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Beating Sheet,Herbivore,Lepidoptera,3,4,3,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Beating Sheet,Omnivore,Coleoptera,9,4,2,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Beating Sheet,Omnivore,Hymenoptera,5,4,2,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Beating Sheet,Predator,Araneae,3,4,4,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Beating Sheet,Predator,Coleoptera,1,4,4,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Beating Sheet,Predator,Hemiptera,2,4,4,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Beating Sheet,Predator,Trombidiformes,1,4,4,1.1394389698885616,0.6523545706371192,2.876494023904383,0.2848597424721404,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Detritivore,Coleoptera,1,5,1,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Herbivore,Hemiptera,10,5,2,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Herbivore,Lepidoptera,5,5,2,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Omnivore,Coleoptera,1,5,3,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Omnivore,Hymenoptera,39,5,3,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Omnivore,Opiliones,2,5,3,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Parasitoid,Hymenoptera,1,5,1,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Predator,Araneae,16,5,4,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Predator,Diptera,2,5,4,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
R1B,Netting,Predator,Hemiptera,2,5,4,1.119127729329305,0.6273769777906808,2.6836774444877287,0.22382554586586098,2.44607843137255,3.711764705882353,397.2156862745098,20.83823529411764,50.280392156862774
